,,count,surf_min,surf_max,surf_mean,surf_std,price_min,price_max,price_mean,price_std,pm2_min,pm2_max,pm2_mean,pm2_std
MONSERRAT,PH,13,33.0,196.0,117.92307692307692,56.18439632613796,57000.0,218000.0,144384.61538461538,44699.91991309029,946.7455621301775,1945.945945945946,1397.9652111149674,411.22580301385335
MONSERRAT,apartment,217,24.0,639.0,74.25345622119816,84.71940838000052,802.8,610000.0,126615.40230414747,72470.88630197616,22.299999999999997,5162.452380952381,2065.1011104369727,618.1547598116922
MONSERRAT,house,4,82.0,950.0,427.75,320.19866879798235,159800.0,980000.0,479950.0,303614.89999668987,1031.578947368421,1948.780487804878,1325.1114116503925,372.76828103568266
MONSERRAT,store,31,30.0,894.0,311.3225806451613,252.7828836458434,30000.0,1400000.0,540645.1612903225,409266.8936263015,689.8148148148148,4218.75,2009.951137866569,964.809016895406
BOCA,PH,8,57.0,274.0,126.625,66.45287333893096,85000.0,390000.0,153875.0,95586.92052263218,956.5217391304348,1491.2280701754387,1216.9767563465473,204.1570914009813
BOCA,apartment,67,23.0,291.0,62.417910447761194,39.1785614745598,10141.1,851800.0,115215.55373134327,121141.66575959713,215.76808510638298,21956.7,2130.5883889308766,3008.106820488769
BOCA,house,14,168.0,1038.0,430.7857142857143,212.99871849763008,100000.0,410000.0,241928.57142857142,99730.68326083737,214.59227467811158,1423.3576642335765,678.9667261172261,387.6648283581634
BOCA,store,4,45.0,7722.0,2035.5,3284.704743199912,50000.0,8000000.0,2070000.0,3423937.791490961,521.1726384364821,1111.111111111111,924.4241375636278,235.0189374063726
PARQUE AVELLANEDA,PH,10,40.0,300.0,126.6,91.31067845547967,55000.0,170000.0,114650.0,41081.656490458125,566.6666666666666,1625.0,1162.44363526016,389.88959231503793
PARQUE AVELLANEDA,apartment,15,39.0,140.0,64.66666666666667,24.22303770288845,9500.0,200000.0,104826.66666666667,41020.57153293807,211.11111111111111,2407.4074074074074,1651.2427727584466,534.9659049079096
PARQUE AVELLANEDA,house,6,161.0,447.0,248.16666666666666,92.86265246169862,160000.0,470000.0,269666.6666666667,107612.98971571952,837.696335078534,1428.5714285714287,1088.4778363510393,202.91059887490212
SAN CRISTOBAL,PH,21,48.0,430.0,177.8095238095238,128.63000429345848,62500.0,380000.0,183690.47619047618,85361.0645310172,662.7906976744187,2000.0,1292.628269111094,440.3300952621684
SAN CRISTOBAL,apartment,165,22.0,360.0,60.0,40.12616466732263,6737.5,988000.0,143460.0575757576,179320.3866958079,168.4375,25196.842105263157,2937.632483582033,4681.407175055955
SAN CRISTOBAL,house,8,229.0,1200.0,457.75,307.77376025255955,264000.0,1500000.0,534250.0,382808.2907931854,833.3333333333334,2384.6153846153848,1234.4310334301522,469.711636716905
SAN CRISTOBAL,store,15,31.0,1500.0,275.6,356.5489774677995,11831.3,1600000.0,310055.42,366121.43045616656,107.55727272727272,3000.0,1484.2327632054519,808.8886582124082
ABASTO,PH,10,50.0,200.0,116.1,47.7900617283552,67500.0,254900.0,166010.0,56707.80281407489,914.8936170212766,2400.0,1555.1902774530433,526.6377753491975
ABASTO,apartment,41,24.0,219.0,64.85365853658537,38.37400096458205,38000.0,440000.0,133624.9756097561,73693.73854875384,1000.0,2857.1428571428573,2118.547611931807,443.861879085999
ABASTO,house,2,260.0,400.0,330.0,70.0,420000.0,490000.0,455000.0,35000.0,1225.0,1615.3846153846155,1420.1923076923076,195.19230769230774
ABASTO,store,6,44.0,620.0,215.5,188.75358716238128,125000.0,1160000.0,420833.3333333333,345306.82813340885,1428.5714285714287,2840.909090909091,2110.341975178196,500.4192754037286
VERSALLES,PH,3,71.0,150.0,113.66666666666667,32.561053764001905,120000.0,170000.0,153000.0,23338.094752285728,1133.3333333333333,1690.1408450704225,1410.602503912363,227.3213776910709
VERSALLES,apartment,9,36.0,182.0,82.88888888888889,45.84380351789819,68000.0,295000.0,146888.88888888888,70675.2265954697,1566.6666666666667,2500.0,1838.474552529717,293.26052519676637
VERSALLES,house,14,68.0,625.0,239.28571428571428,148.42190277883446,115000.0,550000.0,299000.0,130096.11831257687,720.0,1987.179487179487,1380.2692650164045,313.9262656701444
VILLA DEL PARQUE,PH,29,39.0,254.0,118.58620689655173,60.802403106648676,79900.0,330000.0,182748.27586206896,68871.4475681381,1000.0,3205.128205128205,1680.5391157178778,459.1921181237632
VILLA DEL PARQUE,apartment,151,27.0,561.0,67.9271523178808,51.657827258376535,10901.7,655000.0,138348.54105960263,76915.26266692729,272.5425,4237.28813559322,2120.2900230274586,447.48600736579476
VILLA DEL PARQUE,house,27,78.0,552.0,283.2962962962963,132.62138110811287,164000.0,590000.0,355888.8888888889,107101.31352147224,632.2463768115942,2543.103448275862,1421.4208451652657,452.2754193461876
VILLA DEL PARQUE,store,8,38.0,561.0,272.5,180.01944339431782,3371.9,630000.0,303421.4875,214883.85732062004,13.706910569105691,3289.4736842105262,1524.6123559538764,998.1273287255664
MONTE CASTRO,PH,12,61.0,165.0,99.16666666666667,35.57113374009262,105000.0,235000.0,148991.66666666666,42337.24637426902,1065.3846153846155,2335.714285714286,1580.9772462906649,387.6975777621151
MONTE CASTRO,apartment,28,34.0,289.0,70.57142857142857,52.58491674793976,60000.0,245000.0,126542.85714285714,47445.31761159689,847.7508650519031,3555.5555555555557,2044.8711938740284,529.1815697040886
MONTE CASTRO,house,4,78.0,200.0,157.0,46.87216658103186,218000.0,260000.0,237000.0,18357.559750685818,1090.0,2820.5128205128203,1707.203368526898,662.0671975597737
MONTE CASTRO,store,1,755.0,755.0,755.0,0.0,770000.0,770000.0,770000.0,0.0,1019.8675496688742,1019.8675496688742,1019.8675496688742,0.0
RETIRO,apartment,129,22.0,500.0,127.93798449612403,93.5862369741219,16056.8,2200000.0,386972.95968992246,379021.0748812031,169.01894736842104,6646.525679758308,2818.150501480864,931.7830541321658
RETIRO,house,1,380.0,380.0,380.0,0.0,980000.0,980000.0,980000.0,0.0,2578.9473684210525,2578.9473684210525,2578.9473684210525,0.0
RETIRO,store,11,13.0,700.0,218.72727272727272,189.5708507076352,43500.0,1700000.0,485863.63636363635,582107.0696150905,568.8622754491018,5704.697986577181,2386.442594383971,1517.1768634237374
CAPITAL FEDERAL,PH,16,48.0,375.0,168.4375,100.4850540814404,85000.0,350000.0,184618.75,74338.19861576887,450.2369668246445,2284.285714285714,1306.7487739211174,505.67831497815865
CAPITAL FEDERAL,apartment,153,20.0,500.0,67.77124183006536,53.74029740450386,8865.0,2300000.0,148441.95947712418,197851.9725926958,211.07142857142858,4600.0,2135.477669808169,692.2363258266951
CAPITAL FEDERAL,house,66,103.0,2699.0,778.969696969697,672.5259253693106,95000.0,2200000.0,586665.1515151515,427547.658336728,350.14005602240894,2215.568862275449,1021.5066083950949,479.39582670890826
CAPITAL FEDERAL,store,25,16.0,4800.0,322.04,925.6479019584067,30000.0,6500000.0,553480.0,1243457.7956649754,521.091811414392,6857.142857142857,2996.308341657215,1775.2908285039139
PARQUE CHAS,PH,1,150.0,150.0,150.0,0.0,270000.0,270000.0,270000.0,0.0,1800.0,1800.0,1800.0,0.0
PARQUE CHAS,apartment,10,42.0,76.0,62.3,11.153923076657827,76000.0,164220.0,131136.0,22769.350978892657,1809.5238095238096,2443.75,2111.523411654135,181.5180233843092
PARQUE CHAS,house,2,42.0,140.0,91.0,49.0,95000.0,310000.0,202500.0,107500.0,2214.285714285714,2261.904761904762,2238.095238095238,23.809523809523853
PARQUE CHAS,store,2,150.0,210.0,180.0,30.0,205000.0,338000.0,271500.0,66500.0,1366.6666666666667,1609.5238095238096,1488.095238095238,121.42857142857144
PALERMO CHICO,PH,1,348.0,348.0,348.0,0.0,695000.0,695000.0,695000.0,0.0,1997.1264367816093,1997.1264367816093,1997.1264367816093,0.0
PALERMO CHICO,apartment,134,22.0,587.0,175.48507462686567,117.56038366339224,82500.0,8500000.0,937811.932835821,1193408.2369306963,2322.5806451612902,20731.70731707317,4769.882630148559,2651.6069727532995
PALERMO CHICO,house,10,326.0,1000.0,563.3,237.1362688413563,1440000.0,6200000.0,3394000.0,1470076.188501807,4417.17791411043,12121.212121212122,6183.271851940435,2032.493467084286
PALERMO CHICO,store,1,41.0,41.0,41.0,0.0,350000.0,350000.0,350000.0,0.0,8536.585365853658,8536.585365853658,8536.585365853658,0.0
VILLA DEVOTO,PH,37,36.0,360.0,128.64864864864865,73.31723598696587,69000.0,460000.0,193270.27027027027,91711.25329537284,850.0,2750.0,1653.7065744351178,466.311436862549
VILLA DEVOTO,apartment,161,27.0,405.0,73.29813664596273,54.51854146056678,10901.7,840000.0,173405.47639751554,140007.94747793264,272.5425,17021.27659574468,2388.006759171479,1248.725632736146
VILLA DEVOTO,house,40,60.0,614.0,278.025,161.16272638237416,122000.0,1590000.0,468875.0,302964.28729307355,888.8888888888889,2909.090909090909,1779.4696692872633,533.6961247345691
VILLA DEVOTO,store,7,25.0,790.0,285.42857142857144,252.0611360891056,65000.0,1800000.0,559714.2857142857,577053.281591846,1035.2422907488988,3750.0,2190.0275806153236,967.6405339029002
PALERMO SOHO,PH,2,64.0,105.0,84.5,20.5,172000.0,350000.0,261000.0,89000.0,2687.5,3333.3333333333335,3010.416666666667,322.91666666666674
PALERMO SOHO,apartment,125,0.0,285.0,63.608,43.81541208296459,769.0,1200000.0,200949.792,157963.3423464214,0.0,9045.454545454546,3178.7842114364203,1104.1903409230013
PALERMO SOHO,house,3,220.0,475.0,381.6666666666667,114.77030200457878,490000.0,1300000.0,906666.6666666666,331092.4677823738,2066.6666666666665,2736.842105263158,2343.5938330675176,285.69415974020416
PALERMO SOHO,store,5,90.0,415.0,193.4,119.156367853338,343000.0,1190000.0,606600.0,298171.4942780413,2227.2727272727275,5444.444444444444,3536.799158880928,1180.0451624259715
CENTRO / MICROCENTRO,apartment,143,19.0,666.0,68.5104895104895,74.00282239305473,1335.2,1500000.0,148058.61678321677,168072.9792356164,24.725925925925928,31250.0,2508.0514042580667,2534.421536371675
CENTRO / MICROCENTRO,house,1,600.0,600.0,600.0,0.0,820000.0,820000.0,820000.0,0.0,1366.6666666666667,1366.6666666666667,1366.6666666666667,0.0
CENTRO / MICROCENTRO,store,46,18.0,2500.0,260.4782608695652,380.9478304537384,2197.2,3000000.0,493328.2,501702.79708181124,6.01972602739726,9615.384615384615,2783.891698930009,1948.4854115506796
LINIERS,PH,41,40.0,280.0,116.46341463414635,60.36801671414102,65000.0,260000.0,148973.17073170733,43477.15421605867,714.2857142857143,2264.1509433962265,1468.0856382428628,437.69190006749227
LINIERS,apartment,103,24.0,339.0,73.3883495145631,50.36743303830493,5459.3,350000.0,136237.46893203884,72121.12694469777,227.47083333333333,4160.0,1970.854957699216,506.59538039816607
LINIERS,house,21,76.0,480.0,222.9047619047619,109.87347908342437,160000.0,550000.0,264142.85714285716,105329.54440787289,696.594427244582,2105.2631578947367,1301.7384356516486,345.43971015525415
LINIERS,store,8,16.0,500.0,144.0,181.40906813056506,4648.0,630000.0,203018.5,241192.28925434162,116.2,3437.5,1832.1273391812865,1102.1400373026936
TRIBUNALES,apartment,51,23.0,216.0,67.6470588235294,45.049786632826645,63000.0,300000.0,132507.23529411765,67419.29866887863,1000.0,5162.452380952381,2207.6165061656966,769.5125460148566
TRIBUNALES,store,14,27.0,500.0,194.57142857142858,138.3740862846149,30000.0,1900000.0,440350.0,469258.8605602303,1098.901098901099,4260.089686098655,1908.6560495241906,816.6461073536295
ONCE,PH,1,85.0,85.0,85.0,0.0,125000.0,125000.0,125000.0,0.0,1470.5882352941176,1470.5882352941176,1470.5882352941176,0.0
ONCE,apartment,92,15.0,368.0,76.1413043478261,52.06488041099989,1098.6,500000.0,132444.09347826085,82059.48076325066,73.24,8000.0,1857.3844389871308,805.1895639240089
ONCE,store,11,50.0,2750.0,614.2727272727273,741.8149843959612,155000.0,3100000.0,1222727.2727272727,1053158.3745968463,625.0,22000.0,4520.72342720273,5936.405727281203
SAN NICOLÁS,PH,4,40.0,200.0,96.75,63.966299721024974,110000.0,420000.0,203750.0,126559.02773014654,1650.0,2750.0,2263.297872340426,425.35800967721246
SAN NICOLÁS,apartment,102,23.0,320.0,76.16666666666667,55.75807043200701,52000.0,450000.0,147266.92156862744,87326.69943218591,1121.9512195121952,4583.333333333333,2164.4534477474517,598.0161344219977
SAN NICOLÁS,house,1,1159.0,1159.0,1159.0,0.0,350000.0,350000.0,350000.0,0.0,301.98446937014666,301.98446937014666,301.98446937014666,0.0
SAN NICOLÁS,store,11,29.0,642.0,223.27272727272728,200.68523110451122,50000.0,1400000.0,572727.2727272727,449587.5060762195,1200.0,6357.142857142857,3015.0197044711836,1580.3957649060794
PARQUE CHACABUCO,PH,18,39.0,203.0,108.0,47.859748803723946,76000.0,250000.0,134000.0,45220.447685630985,517.2413793103449,2209.3023255813955,1384.3895391073706,412.53749104276477
PARQUE CHACABUCO,apartment,50,35.0,239.0,72.74,39.48357126704726,752.1,510000.0,140190.334,94534.89955454675,13.194736842105264,3437.5,1944.6517729382033,670.9464898453236
PARQUE CHACABUCO,house,19,117.0,611.0,303.4736842105263,146.07329393909097,120000.0,900000.0,344573.6842105263,179434.3094637767,441.1764705882353,2564.102564102564,1296.1178522880944,671.0159937198173
PARQUE CHACABUCO,store,2,346.0,555.0,450.5,104.5,250000.0,365000.0,307500.0,57500.0,657.6576576576576,722.543352601156,690.1005051294069,32.44284747174919
VELEZ SARSFIELD,PH,11,30.0,417.0,141.63636363636363,105.29290119149682,69900.0,365000.0,154400.0,87290.6847055494,777.0700636942676,2330.0,1303.0266665287018,488.88558008823196
VELEZ SARSFIELD,apartment,8,24.0,76.0,47.0,17.81852968120546,52000.0,172999.0,108062.375,43376.38884790175,1580.0,3555.5555555555557,2336.0421579516974,627.167111020628
VELEZ SARSFIELD,house,5,220.0,475.0,308.6,91.26357433280816,233500.0,439000.0,338500.0,74942.64473582448,924.2105263157895,1291.390728476821,1120.6815785198498,138.97804088401386
CATALINAS,apartment,1,300.0,300.0,300.0,0.0,550000.0,550000.0,550000.0,0.0,1833.3333333333333,1833.3333333333333,1833.3333333333333,0.0
POMPEYA,PH,6,82.0,176.0,142.83333333333334,33.1582903995701,112000.0,180000.0,142666.66666666666,27408.43341422895,704.4025157232704,1585.3658536585365,1043.5561627090065,265.42922060071396
POMPEYA,apartment,8,36.0,163.0,82.375,48.09609521572411,48500.0,160000.0,96125.0,42571.08026583305,970.0,2156.8627450980393,1286.7837626080363,436.70515948508654
POMPEYA,house,9,66.0,400.0,236.44444444444446,114.42912518829297,147000.0,229000.0,187333.33333333334,27884.6831711525,495.0,2227.2727272727275,1015.0613838186938,539.2141666788508
POMPEYA,store,4,120.0,3250.0,1005.0,1301.8544465492294,125000.0,1500000.0,600000.0,548623.2769396501,461.53846153846155,1300.0,938.301282051282,303.7062776464359
PARQUE PATRICIOS,PH,24,45.0,340.0,121.375,69.06326357043953,57000.0,400000.0,154812.5,78665.53837026308,517.6470588235294,2050.0,1361.961028821246,359.4134490188547
PARQUE PATRICIOS,apartment,85,25.0,211.0,72.8,35.96167895053256,1512.7,385000.0,131478.39529411765,70422.5180812817,18.447560975609758,2722.222222222222,1852.75083248256,534.2334062510198
PARQUE PATRICIOS,house,14,115.0,600.0,286.2142857142857,144.63855372786952,180000.0,740000.0,358571.4285714286,177496.76628270253,614.2857142857143,2217.391304347826,1339.2243909399128,410.53995748082644
PARQUE PATRICIOS,store,17,46.0,2700.0,420.88235294117646,653.3587324112176,11111.0,5000000.0,675653.5882352941,1126350.5969254165,129.19767441860466,4609.929078014185,2068.8547371335003,1295.4175639581695
PALERMO VIEJO,PH,2,120.0,143.0,131.5,11.5,179000.0,330000.0,254500.0,75500.0,1491.6666666666667,2307.6923076923076,1899.6794871794873,408.01282051282044
PALERMO VIEJO,apartment,5,30.0,119.0,87.2,39.407613477601,75000.0,390000.0,271600.0,145506.83832727588,2306.122448979592,3277.3109243697477,2927.6110444177666,432.6590569219737
PALERMO VIEJO,house,2,93.0,122.0,107.5,14.5,205000.0,280000.0,242500.0,37500.0,2204.3010752688174,2295.0819672131147,2249.691521240966,45.39044597214866
PALERMO VIEJO,store,1,42.0,42.0,42.0,0.0,139000.0,139000.0,139000.0,0.0,3309.5238095238096,3309.5238095238096,3309.5238095238096,0.0
VILLA LUGANO,PH,25,52.0,301.0,128.92,73.86686401899028,10014.4,235000.0,124760.576,56184.43026713561,192.58461538461538,1928.5714285714287,1041.9251321045713,357.83789560512656
VILLA LUGANO,apartment,45,29.0,340.0,75.26666666666667,49.37628760627695,24300.0,350000.0,84988.88888888889,49351.466137051524,367.6470588235294,2413.793103448276,1233.0349600023278,468.84436745136
VILLA LUGANO,house,30,64.0,723.0,250.3,148.88746309433398,95000.0,370000.0,205000.0,77476.0177947559,500.0,1562.5,950.9822908691652,320.07823487725426
VILLA LUGANO,store,3,23.0,187.0,93.33333333333333,68.95570236672881,80000.0,150000.0,103333.33333333333,32998.316455372216,802.1390374331551,3478.2608695652175,1807.7523499518384,1189.3895471814074
VILLA LURO,PH,23,32.0,460.0,122.21739130434783,85.84716273538949,65000.0,345000.0,161695.65217391305,63685.66474599984,750.0,2595.2380952380954,1526.2619803092084,455.3691930305618
VILLA LURO,apartment,198,24.0,195.0,63.64646464646464,27.121430317200645,7592.5,350000.0,132961.09595959596,55001.52089855632,216.92857142857142,3265.3061224489797,2119.0657902308394,444.214588671567
VILLA LURO,house,12,76.0,560.0,266.25,119.86111754860289,160000.0,1020000.0,341108.3333333333,227174.95995499936,562.5,2105.2631578947367,1311.4243871081512,426.0032638453476
VILLA LURO,store,4,21.0,4800.0,1497.75,1942.6992014977511,46000.0,4000000.0,2045250.0,1930456.6007812764,833.3333333333334,3950.0,2015.5112044817927,1227.8278359855935
VILLA GENERAL MITRE,PH,6,54.0,259.0,116.33333333333333,72.43080989621905,102000.0,270000.0,175333.33333333334,69307.68756462414,1042.4710424710424,2080.6451612903224,1706.4870250922042,380.6494912107957
VILLA GENERAL MITRE,apartment,23,24.0,190.0,61.26086956521739,38.136160395071755,54300.0,375000.0,118752.17391304347,70271.42328184845,1590.909090909091,2500.0,1994.1067982141692,251.5814954577522
VILLA GENERAL MITRE,house,10,116.0,540.0,296.8,114.35103847364046,250000.0,565000.0,364900.0,99323.15943424273,518.5185185185185,2586.206896551724,1412.3767349934612,574.22988679805
VILLA ORTUZAR,PH,4,85.0,228.0,170.5,53.59337645642417,160000.0,360000.0,251250.0,73004.70875224419,1100.0,1882.3529411764705,1532.3369117189075,279.6757923379684
VILLA ORTUZAR,apartment,52,11.0,188.0,54.53846153846154,27.83637737431801,74000.0,520000.0,131005.76923076923,67074.4317142747,1118.881118881119,7636.363636363636,2536.9841288032453,844.7458542358113
VILLA ORTUZAR,house,2,182.0,1150.0,666.0,484.0,250000.0,2500000.0,1375000.0,1125000.0,1373.6263736263736,2173.913043478261,1773.7697085523173,400.1433349259437
VILLA ORTUZAR,store,4,180.0,750.0,386.5,223.55032990358123,280000.0,1600000.0,655000.0,546877.4999942858,979.3814432989691,2133.3333333333335,1561.8044251522279,408.10377098009104
VILLA SANTA RITA,PH,7,52.0,254.0,133.57142857142858,81.24716635561099,125000.0,295000.0,195142.85714285713,67157.44522373965,1161.4173228346456,2403.846153846154,1752.3072604518122,540.3676490257991
VILLA SANTA RITA,apartment,13,34.0,190.0,59.15384615384615,40.43579174985782,60000.0,375000.0,120615.38461538461,79682.82168074821,1333.3333333333333,2352.9411764705883,2062.1260326997776,293.8983977784397
VILLA SANTA RITA,house,6,133.0,441.0,274.6666666666667,103.4628220935209,287000.0,650000.0,427000.0,123639.26021562352,1250.0,2157.8947368421054,1637.4790815483066,297.04502084037796
VILLA SOLDATI,PH,1,138.0,138.0,138.0,0.0,100000.0,100000.0,100000.0,0.0,724.6376811594203,724.6376811594203,724.6376811594203,0.0
VILLA SOLDATI,apartment,3,50.0,88.0,75.33333333333333,17.9133717900592,69000.0,86000.0,74666.66666666667,8013.876853447538,784.0909090909091,1720.0,1096.060606060606,441.19177650397006
VILLA SOLDATI,house,1,595.0,595.0,595.0,0.0,240000.0,240000.0,240000.0,0.0,403.3613445378151,403.3613445378151,403.3613445378151,0.0
VILLA SOLDATI,store,2,8053.0,10958.0,9505.5,1452.5,111111.0,8500000.0,4305555.5,4194444.5,13.797466782565504,775.6889943420332,394.74323056229935,380.94576377973385
VILLA REAL,PH,18,50.0,240.0,114.61111111111111,45.82592532725079,80000.0,255000.0,158555.55555555556,42894.21383178521,541.6666666666666,2732.1428571428573,1528.5056617191537,505.2783925862884
VILLA REAL,apartment,4,40.0,200.0,105.5,58.504273348192264,79000.0,220000.0,157250.0,50942.98283375248,1100.0,1975.0,1675.060562015504,338.6429274635787
VILLA REAL,house,4,225.0,375.0,287.5,58.21726548026796,230000.0,350000.0,290000.0,47434.16490252569,933.3333333333334,1056.9105691056911,1016.2744259021538,49.71855747501682
VILLA REAL,store,1,520.0,520.0,520.0,0.0,700000.0,700000.0,700000.0,0.0,1346.1538461538462,1346.1538461538462,1346.1538461538462,0.0
VILLA RIACHUELO,PH,1,122.0,122.0,122.0,0.0,150000.0,150000.0,150000.0,0.0,1229.5081967213114,1229.5081967213114,1229.5081967213114,0.0
VILLA RIACHUELO,house,2,150.0,260.0,205.0,55.0,200000.0,200000.0,200000.0,0.0,769.2307692307693,1333.3333333333333,1051.2820512820513,282.051282051282
